# Vertices from mesh.e
# Format: Node_ID X Y [Z]
# Number of nodes: 9648
7599 194888.484375 199507.937500 -53485.855469
7600 194915.468750 197083.218750 -53499.820312
7601 194956.187500 194643.437500 -53473.191406
7602 195001.828125 192200.546875 -53414.714844
7603 195059.859375 189753.703125 -53311.476562
7604 195132.062500 187304.968750 -53171.203125
7605 195206.000000 184845.750000 -53009.156250
7606 195289.500000 182394.937500 -52811.691406
7607 195385.218750 179947.656250 -52577.625000
7608 195481.328125 177505.281250 -52315.121094
7609 195583.031250 175067.593750 -52017.062500
7610 195684.984375 172632.031250 -51696.839844
7611 195806.218750 170204.546875 -51333.273438
7612 195926.281250 167783.015625 -50960.046875
7613 196066.156250 165375.046875 -50543.164062
7614 196206.500000 162974.156250 -50111.925781
7615 196348.156250 160576.859375 -49665.054688
7616 196497.125000 158186.062500 -49192.972656
7617 196647.546875 155799.078125 -48706.640625
7618 196795.421875 153413.781250 -48206.375000
7619 196939.234375 151028.531250 -47695.453125
7620 197079.156250 148644.281250 -47170.269531
7621 197212.390625 146260.531250 -46634.351562
7622 197334.421875 143875.046875 -46098.937500
7623 197456.156250 141493.125000 -45546.503906
7624 197563.625000 139104.296875 -45009.113281
7625 197675.031250 136718.187500 -44461.949219
7626 197780.484375 134328.078125 -43923.902344
7627 197893.203125 131940.750000 -43372.101562
7628 197999.640625 129551.320312 -42834.250000
7629 198111.953125 127162.843750 -42291.828125
7630 198224.828125 124773.234375 -41758.718750
7631 198345.593750 122385.554688 -41221.558594
7632 198475.437500 120000.000000 -40684.214844
7633 196026.437500 457542.562500 -104931.187500
7634 196117.859375 460000.000000 -105318.734375
7635 195955.515625 455082.218750 -104554.187500
7636 195867.015625 452616.531250 -104205.460938
7637 195833.062500 450151.250000 -103846.781250
7638 195844.843750 447687.718750 -103480.507812
7639 195876.843750 445223.031250 -103114.437500
7640 195921.703125 442758.062500 -102750.656250
7641 195960.671875 440294.687500 -102388.820312
7642 196026.328125 437840.500000 -102006.695312
7643 196105.140625 435392.500000 -101601.421875
7644 196197.515625 432948.125000 -101166.507812
7645 196277.578125 430500.906250 -100721.937500
7646 196348.718750 428060.250000 -100263.390625
7647 196438.609375 425626.468750 -99801.921875
7648 196530.328125 423191.687500 -99345.781250
7649 196638.156250 420749.968750 -98902.796875
7650 196747.375000 418276.656250 -98489.210938
7651 196817.968750 415752.656250 -98123.695312
7652 196829.031250 413182.093750 -97810.773438
7653 196821.328125 410693.218750 -97527.562500
7654 196831.921875 408227.437500 -97270.750000
7655 196872.375000 405789.500000 -97023.328125
7656 196919.921875 403252.437500 -96798.882812
7657 196937.406250 400682.375000 -96612.054688
7658 196898.484375 398154.218750 -96454.445312
7659 196880.296875 395709.937500 -96276.742188
7660 196889.687500 393290.843750 -96074.585938
7661 196920.437500 390857.343750 -95833.375000
7662 196952.031250 388387.718750 -95554.140625
7663 196977.500000 385984.156250 -95228.359375
7664 197020.437500 383582.906250 -94851.132812
7665 197066.234375 381174.031250 -94425.000000
7666 197114.093750 378756.093750 -93939.304688
7667 197133.234375 376330.500000 -93412.382812
7668 197140.984375 373948.531250 -92847.109375
7669 197164.921875 371660.500000 -92253.125000
7670 197195.328125 369377.531250 -91602.367188
7671 197238.406250 367129.750000 -90874.695312
7672 197315.625000 364871.937500 -90086.156250
7673 197356.734375 362591.718750 -89230.242188
7674 197361.281250 360363.968750 -88324.632812
7675 197304.843750 358291.281250 -87321.312500
7676 197183.531250 356370.093750 -86160.437500
7677 197024.718750 354595.000000 -84877.226562
7678 196860.906250 352910.156250 -83499.148438
7679 196729.265625 351205.937500 -82045.921875
7680 196641.921875 349456.093750 -80572.804688
7681 196622.562500 347571.781250 -79105.515625
7682 196657.406250 345609.406250 -77689.789062
7683 196719.703125 343540.875000 -76333.062500
7684 196834.187500 341445.281250 -75086.195312
7685 196993.171875 339039.343750 -73926.968750
7686 197196.750000 336458.406250 -72848.531250
7687 197263.468750 333838.375000 -71933.289062
7688 197243.250000 331337.968750 -71168.890625
7689 197275.218750 328815.562500 -70453.203125
7690 197216.828125 326265.906250 -69810.570312
7691 197118.828125 323803.750000 -69208.718750
7692 196992.671875 321423.937500 -68631.937500
7693 196859.671875 319074.875000 -68055.929688
7694 196771.578125 316733.437500 -67521.312500
7695 196742.171875 314390.093750 -67030.718750
7696 196767.203125 312066.593750 -66572.812500
7697 196819.437500 309726.875000 -66105.843750
7698 196895.906250 307326.906250 -65619.921875
7699 196970.687500 304734.218750 -65152.613281
7700 196997.515625 302072.875000 -64765.246094
7701 196877.125000 299482.750000 -64450.039062
7702 196726.281250 297154.843750 -64131.468750
7703 196683.515625 295023.531250 -63836.210938
7704 196851.875000 292939.187500 -63626.074219
7705 197140.796875 290739.468750 -63443.656250
7706 197423.921875 288432.843750 -63215.804688
7707 197588.468750 286194.031250 -62871.265625
7708 197639.109375 284010.031250 -62407.179688
7709 197694.531250 281896.375000 -61942.722656
7710 197720.515625 279793.937500 -61415.554688
7711 197729.437500 277635.500000 -60872.359375
7712 197616.046875 275322.718750 -60178.859375
7713 197518.296875 272861.937500 -59573.136719
7714 197484.562500 270466.312500 -59065.554688
7715 197427.406250 268098.687500 -58525.621094
7716 197342.593750 265718.593750 -57945.585938
7717 197219.359375 263342.781250 -57375.261719
7718 197069.812500 261012.953125 -56806.375000
7719 196936.531250 258710.812500 -56248.464844
7720 196871.734375 256398.406250 -55714.015625
7721 196834.640625 253990.484375 -55149.437500
7722 196778.015625 251468.687500 -54611.246094
7723 196698.218750 248952.890625 -54121.441406
7724 196590.484375 246474.203125 -53689.988281
7725 196500.171875 243987.171875 -53277.089844
7726 196451.000000 241481.265625 -52932.097656
7727 196421.937500 238907.312500 -52669.039062
7728 196509.890625 236398.468750 -52604.117188
7729 196621.828125 233951.781250 -52654.421875
7730 196711.375000 231502.546875 -52751.386719
7731 196782.140625 229026.000000 -52875.789062
7732 196819.109375 226527.812500 -53052.824219
7733 196813.015625 224032.890625 -53292.113281
7734 196758.421875 221599.390625 -53505.562500
7735 196723.484375 219148.609375 -53725.355469
7736 196692.109375 216696.687500 -53937.949219
7737 196667.593750 214238.281250 -54130.351562
7738 196650.031250 211788.718750 -54303.453125
7739 196636.593750 209335.312500 -54460.675781
7740 196632.062500 206872.593750 -54593.089844
7741 196633.796875 204424.062500 -54697.218750
7742 196637.062500 201977.750000 -54766.160156
7743 196655.296875 199539.546875 -54797.480469
7744 196678.562500 197105.781250 -54795.101562
7745 196705.468750 194660.156250 -54767.644531
7746 196752.875000 192213.406250 -54684.621094
7747 196808.656250 189763.921875 -54560.726562
7748 196860.921875 187310.359375 -54426.078125
7749 196941.406250 184851.218750 -54229.824219
7750 197020.437500 182398.437500 -54013.847656
7751 197106.765625 179948.546875 -53768.125000
7752 197202.187500 177505.234375 -53481.195312
7753 197298.562500 175066.734375 -53164.671875
7754 197397.703125 172631.250000 -52821.765625
7755 197508.703125 170201.265625 -52445.660156
7756 197624.484375 167780.218750 -52048.703125
7757 197748.281250 165369.359375 -51624.722656
7758 197875.046875 162964.875000 -51183.425781
7759 198012.734375 160567.921875 -50711.148438
7760 198149.406250 158175.296875 -50225.250000
7761 198288.781250 155787.328125 -49722.636719
7762 198421.890625 153399.062500 -49212.566406
7763 198562.062500 151015.812500 -48675.863281
7764 198693.968750 148631.750000 -48133.097656
7765 198819.625000 146247.968750 -47578.792969
7766 198933.937500 143863.125000 -47027.023438
7767 199049.609375 141482.156250 -46455.921875
7768 199157.812500 139097.000000 -45887.300781
7769 199257.796875 136709.171875 -45331.949219
7770 199364.421875 134323.312500 -44762.304688
7771 199465.531250 131935.234375 -44200.679688
7772 199565.593750 129547.195312 -43641.984375
7773 199667.781250 127158.445312 -43084.984375
7774 199778.015625 124772.195312 -42522.015625
7775 199891.718750 122386.414062 -41962.550781
7776 200009.468750 120000.000000 -41411.507812
7777 197743.093750 457544.250000 -108141.054688
7778 197811.109375 460000.000000 -108549.210938
7779 197664.468750 455084.093750 -107759.843750
7780 197563.312500 452618.500000 -107410.343750
7781 197495.656250 450150.187500 -107061.218750
7782 197481.640625 447682.937500 -106697.679688
7783 197488.546875 445215.687500 -106336.617188
7784 197496.968750 442747.343750 -105982.937500
7785 197526.828125 440282.187500 -105619.679688
7786 197580.453125 437826.625000 -105238.773438
7787 197675.875000 435380.562500 -104820.132812
7788 197775.750000 432937.000000 -104375.945312
7789 197867.406250 430491.250000 -103922.523438
7790 197943.968750 428051.531250 -103448.570312
7791 198029.343750 425610.812500 -102991.015625
7792 198117.656250 423172.218750 -102523.046875
7793 198223.125000 420722.531250 -102089.085938
7794 198335.218750 418256.656250 -101685.281250
7795 198405.718750 415731.312500 -101322.867188
7796 198436.343750 413206.062500 -100998.515625
7797 198447.375000 410721.843750 -100722.937500
7798 198481.531250 408277.312500 -100450.507812
7799 198554.968750 405806.031250 -100196.023438
7800 198619.765625 403248.031250 -99971.218750
7801 198636.984375 400695.187500 -99776.812500
7802 198611.625000 398179.625000 -99603.031250
7803 198593.359375 395718.031250 -99415.210938
7804 198599.593750 393283.156250 -99205.195312
7805 198627.546875 390827.125000 -98966.320312
7806 198644.578125 388371.312500 -98694.640625
7807 198667.546875 385956.718750 -98370.601562
7808 198711.453125 383562.093750 -97993.179688
7809 198758.625000 381184.000000 -97539.968750
7810 198807.015625 378782.468750 -97038.906250
7811 198857.265625 376364.000000 -96485.289062
7812 198893.890625 374021.593750 -95909.718750
7813 198935.328125 371661.562500 -95295.218750
7814 198989.203125 369414.562500 -94632.750000
7815 199071.062500 367179.687500 -93896.585938
7816 199157.046875 364892.625000 -93091.101562
7817 199206.937500 362612.781250 -92221.968750
7818 199222.718750 360357.937500 -91273.414062
7819 199160.031250 358256.062500 -90260.601562
7820 199029.265625 356316.843750 -89094.976562
7821 198857.781250 354562.281250 -87808.273438
7822 198691.531250 352890.437500 -86420.250000
7823 198567.265625 351187.156250 -84964.265625
7824 198511.828125 349414.000000 -83489.882812
7825 198527.312500 347510.218750 -82019.531250
7826 198552.500000 345553.250000 -80592.976562
7827 198626.328125 343535.437500 -79244.757812
7828 198760.343750 341421.406250 -77996.742188
7829 198963.609375 339191.156250 -76842.289062
7830 199210.843750 336731.406250 -75754.195312
7831 199316.937500 334156.218750 -74740.062500
7832 199368.234375 331738.125000 -73817.328125
7833 199405.031250 329134.281250 -72993.406250
7834 199396.125000 326455.687500 -72246.617188
7835 199283.062500 323908.093750 -71617.085938
7836 199135.937500 321546.000000 -71029.976562
7837 198984.234375 319226.812500 -70435.187500
7838 198877.000000 316880.968750 -69865.585938
7839 198835.859375 314499.625000 -69362.625000
7840 198846.687500 312093.000000 -68905.257812
7841 198882.125000 309773.031250 -68466.468750
7842 198915.281250 307311.250000 -68009.632812
7843 198958.125000 304786.250000 -67564.921875
7844 198939.187500 302158.093750 -67164.367188
7845 198789.046875 299628.031250 -66804.570312
7846 198616.703125 297310.875000 -66428.039062
7847 198551.656250 295155.968750 -66104.085938
7848 198721.078125 292999.875000 -65862.039062
7849 198986.796875 290742.625000 -65691.726562
7850 199243.062500 288430.281250 -65466.914062
7851 199374.203125 286229.156250 -65127.101562
7852 199431.312500 284037.281250 -64660.480469
7853 199479.406250 281969.156250 -64182.136719
7854 199512.531250 279872.093750 -63606.539062
7855 199536.531250 277759.343750 -63013.550781
7856 199510.625000 275415.906250 -62291.484375
7857 199429.828125 272921.281250 -61612.937500
7858 199370.500000 270515.312500 -61059.070312
7859 199303.171875 268144.062500 -60479.167969
7860 199197.765625 265786.593750 -59856.609375
7861 199044.890625 263413.937500 -59242.957031
7862 198897.750000 261119.546875 -58636.125000
7863 198792.531250 258835.593750 -58016.542969
7864 198734.843750 256495.671875 -57443.589844
7865 198702.750000 254048.640625 -56838.949219
7866 198655.984375 251557.421875 -56292.636719
7867 198583.156250 249057.859375 -55801.859375
7868 198496.984375 246584.343750 -55318.328125
7869 198433.859375 244087.765625 -54895.101562
7870 198368.125000 241565.281250 -54521.773438
7871 198320.328125 238992.312500 -54237.324219
7872 198383.843750 236481.234375 -54130.554688
7873 198480.562500 234027.281250 -54162.808594
7874 198549.328125 231562.671875 -54234.085938
7875 198611.296875 229070.031250 -54360.429688
7876 198648.515625 226575.828125 -54543.140625
7877 198588.000000 224089.125000 -54769.562500
7878 198544.468750 221657.125000 -54970.121094
7879 198509.625000 219204.421875 -55177.515625
7880 198477.093750 216752.031250 -55371.652344
7881 198450.671875 214292.703125 -55550.253906
7882 198430.062500 211838.203125 -55712.425781
7883 198418.437500 209385.046875 -55844.632812
7884 198416.812500 206916.343750 -55960.503906
7885 198418.593750 204463.500000 -56044.898438
7886 198422.890625 202012.531250 -56093.097656
7887 198435.890625 199566.015625 -56111.183594
7888 198450.078125 197124.750000 -56100.343750
7889 198481.656250 194676.906250 -56042.988281
7890 198513.890625 192226.328125 -55956.675781
7891 198567.171875 189772.765625 -55813.261719
7892 198629.859375 187318.500000 -55638.515625
7893 198695.468750 184857.093750 -55437.273438
7894 198756.453125 182400.921875 -55221.085938
7895 198849.484375 179952.062500 -54938.175781
7896 198933.906250 177505.875000 -54640.359375
7897 199022.687500 175065.562500 -54309.511719
7898 199118.812500 172629.906250 -53942.898438
7899 199208.718750 170195.562500 -53571.003906
7900 199325.437500 167775.937500 -53142.675781
7901 199439.890625 165363.203125 -52703.867188
7902 199560.515625 162958.328125 -52241.902344
7903 199680.109375 160556.906250 -51767.687500
7904 199813.578125 158164.968750 -51256.335938
7905 199942.843750 155775.734375 -50737.960938
7906 200070.984375 153388.703125 -50203.796875
7907 200196.359375 151002.640625 -49658.945312
7908 200319.765625 148618.828125 -49097.207031
7909 200436.078125 146235.078125 -48526.515625
7910 200546.796875 143852.437500 -47949.914062
7911 200650.859375 141469.906250 -47367.917969
7912 200747.671875 139084.093750 -46789.312500
7913 200850.812500 136701.953125 -46194.695312
7914 200945.375000 134315.546875 -45614.132812
7915 201039.312500 131928.703125 -45032.226562
7916 201131.437500 129541.562500 -44455.128906
7917 201230.593750 127156.328125 -43867.773438
7918 201328.421875 124769.132812 -43293.144531
7919 201433.390625 122384.476562 -42713.437500
7920 201543.609375 120000.000000 -42138.578125
7921 199525.937500 457548.093750 -111314.195312
